School,Department,Start Time,End Time,Description
【中国科学院大学】,公共政策与管理学院,2024-05-17,2024-06-24,中国科学院2024年公共政策与管理全国优秀大学生夏令营报名通知为给广大学子提供暑期学习交流的平台，选拔具有较高科研潜力的青年人才，中国科学院科技战略咨询研究院（简称“战略咨询院”）和中国科学院大学公共政策与管理学院（简称“公管学院”）将于2024年6-7月间联合举办“公共政策与管理全国优秀大学生夏令营”及系列宣讲活动。战略咨询院发挥中国科学院集科研院所、学部、教育为一体的优势，为国家宏观决策提供科
【华东师范大学】,全校通知,2024-05-17,2024-06-30,"相约ECNU，华东师大2024年“优秀大学生夏令营”报名开启！华东师范大学是由国家举办、教育部主管的综合性研究型大学，是“985工程”重点建设高校和“双一流”建设高校。学校始终秉承""智慧的创获，品性的陶熔，民族和社会的发展""的大学理想，恪守“求实创造，为人师表”的校训精神，落实立德树人根本任务，践行“育人、文明、发展”使命，以推动更高质量发展为主题，以推进“三大卓越工程”（卓越育人工程、卓越学术工"
【西南大学】,历史文化学院,2024-05-17,2024-06-12,西南大学历史文化学院民族学院第五届全国优秀大学生学术夏令营营员招募公告为更好地促进全国高校历史学、民族学专业优秀大学生之间的交流，为优秀本科生提供了解我院的机会，西南大学历史文化学院民族学院拟于2024年暑期举办第五届全国优秀大学生学术夏令营活动，诚邀全国各地高校有志于历史学、民族学研究，且有意攻读硕士学位的2025届应届本科毕业生参加此次学术夏令营活动。一、学院简介西南大学历史文化学院民族学院前
【清华大学】,生物医药与健康工程研究院（深圳）,2024-05-17,2024-06-11,清华大学深圳国际研究生院2024年生物医药与健康工程研究院优秀大学生夏令营报名通知清华大学深圳国际研究生院将举办“清华大学深圳国际研究生院2024年生物医药与健康工程研究院优秀大学生夏令营”。活动旨在增进国内高校本科生对清华大学深圳国际研究生院及相关学科的了解，扩展营员的学术视野，促进我院导师和全国各高校优秀大学生之间的交流。本次活动以线下形式开展，夏令营活动开展时间为2024年6月25日-27日
【浙江大学】,信息与电子工程学院,2024-05-17,2024-06-15,浙江大学信息与电子工程学院2024年全国优秀大学生暑期学术夏令营活动通知浙江大学信息与电子工程学院（以下简称信电学院）将于2024年7月6-8日举办“2024年全国优秀大学生暑期学术夏令营”活动（线下）。本次活动旨在促进全国优秀大学生之间的交流，增进优秀大学生对信电学院相关学科的全面了解，感受浙江大学“信电 ISEE”的风采，同时为基础扎实、热爱科研、德才兼备、立志攻读博士学位的优秀学生构建继续深
【浙江大学】,化学系,2024-05-17,2024-06-16,浙江大学化学系关于举办2024年暑期大学生夏令营的通知浙江大学化学系始建于1915年，历史悠久、源远流长，曾培养和造就了一大批杰出学者，许多著名化学家包括28位国内两院院士先后在我系学习或任教。经过百余年发展，化学系已成为综合实力雄厚、在国内外具有重要影响的化学人才培养和学术研究机构，拥有化学一级学科国家重点学科，化学一级学科博士点和博士后流动站，入选国家“双一流”建设学科。为增进全国优秀学子对浙
【中国科学院大学】,国家纳米科学中心,2024-05-17,2024-06-05,国家纳米科学中心2024年暑期夏令营招生简章（报名通知） 国家纳米科学中心（以下简称“中心”）2003年由中国科学院和教育部联合共建，定位于纳米科学的基础研究和应用基础研究，重点在前瞻性、具有重要应用前景的纳米科学与技术基础研究。国家纳米中心现有3个中国科学院重点实验室，分别是中国科学院纳米生物效应与安全性重点实验室、中国科学院纳米标准与检测重点实验室和中国科学院纳米系统与多级次制造重点实验室。并
【中国科学院大学】,物理研究所,2024-05-17,2024-06-16,物理所2024年夏令营及暑期学校活动通知 物理所2024年夏令营及暑期学校活动拟于7月5日至7日举办，即日起至6月16日开放报名。活动将在线下进行，具体安排另行通知，请持续关注物理所研究生教育网(http://edu.iphy.ac.cn/)及“物理所研究生教育”微信公众号。 2024年夏令营及暑期学校活动共设四场，分别为：1、第十届京津优秀本科生夏令营，面向北京和天津高校，举办地为北京；2、第五
【中国科学院大学】,应急学院,2024-05-17,2024-06-15,2024年中国科学院大学“智慧应急”大学生夏令营招募中为了促进全国高校优秀大学生之间的交流，增进青年学生对应急管理领域的了解和研究的兴趣，中国科学院大学应急管理学院决定举办2024年中国科学院大学“智慧应急”大学生夏令营（以下简称夏令营）活动。中国科学院大学在中国科学院、应急管理部、工信部、教育部支持指导下，于2021年01月揭牌成立应急管理科学与工程学院。应急学院根植于华罗庚、钱学森等科学家在管
【中国科学院大学】,海洋研究所,2024-05-17,2024-06-21,中国科学院南海海洋研究所2024年“蓝色海洋”大学生夏令营活动通知 为激发大学生从事科学研究的兴趣和潜力，南海海洋研究所将面向全国在校大学生在广州举办2024年“蓝色海洋”大学生夏令营活动。活动期间，夏令营将为大学生提供学习交流平台，零距离领略专家风采、体验海洋科学研究魅力。热诚欢迎对海洋科学、环境科学与工程等学科领域有兴趣的优秀本科生报名参加！一、活动时间2024年7月15-19日二、招收规模计
【中国科学院大学】,化学研究所,2024-05-17,2024-06-07,【夏令营】中国科学院化学研究所2024年大学生夏令营活动报名通知为帮助优秀大学生了解化学所的科研特色、战略布局、前沿研究热点及研究生培养的特色和优势，激发大学生从事科研的兴趣和热情，吸引选拔优秀本科生继续深造，中国科学院化学研究所将举办第十三届大学生夏令营活动，营员规模为300人左右。现将相关事项通知如下：一、报名时间2024年5月17日—6月7日  二、报名条件（一）相关专业2021级本科生（2
【上海交通大学】,外国语学院,2024-05-17,2024-06-17,上海交通大学外国语学院2025级研究生“外语菁英夏令营”招生简章上海交通大学外语学科历史悠久，发端于1898年交通大学的前身南洋公学创立之初所设立的南洋公学译书院。上海交通大学外国语学院是全国大学英语四、六级考试发源地，拥有外国语言文学一级学科博士学位授予权、外国语言文学博士后流动站，学科方向齐全，师资力量雄厚，其中语言测试、语料库语言学、外语教学、二语习得等传统学科方向一直处于国内领先地位。近年
【上海交通大学】,化学化工学院,2024-05-17,2024-06-15,化学化工学院优才夏令营公告上海交通大学化学化工学院办学历史悠久，秉承“严谨、务实、博学、创新”的传统，弘扬海纳百川，自由包容的精神，广纳天下英才勇攀高峰、共创辉煌。学院现有教职员工200余人，拥有两院院士等各类国家级人才60多位，拥有一支在国内外享有较高学术影响力的师资梯队。学院现设化学系、化学工程系、高分子科学与工程系和化学生物学系四个系，拥有化学和化学工程与技术两个一级学科硕士点、博士点及博士
【上海交通大学】,环境科学与工程学院,2024-05-17,2024-06-16,上海交通大学环境科学与工程学院2024年暑期优才夏令营通知        一、学科简介        上海交通大学环境科学与工程学科拥有洱海湖泊生态系统国家野外科学观测研究站、国家环境保护新型污染物环境健康影响评价重点实验室、上海市固体废物处理与资源化工程研究中心等一批国家、省部级研究基地，“环境与生态学”ESI排名进入全球前1‰，“环境科学”QS排名位列中国内地第3，全球61位。
【苏州大学】,金融工程研究中心,2024-05-17,2024-06-25,苏州大学金融工程研究中心关于举办2024年全国优秀本科生夏令营的通知苏州大学是国内较早从事保险精算、金融数学和金融工程领域科学研究和人才培养的高校之一。为加深全国各地大学生对金融工程学科的了解，旨在增进经济类、数学类、统计类、工科类及其他相关专业优秀大学生的学术交流，感受科研氛围，了解前沿动态，提升大学生科研素养，促进金融工程学科爱好者互动交流，广泛吸纳优秀本科生来苏州大学金融工程研究中心深造，中
【湖南师范大学】,教育科学学院,2024-05-16,2024-06-19,湖南师范大学教育科学学院2024年全国“优秀大学生夏令营”活动公告为促进全国优秀大学生之间的交流、增进优秀大学生对教育学和心理学学科及研究生教育的了解，全面提升我院学位与研究生教育质量，吸收和选拔优秀人才，学院决定举办2024年全国“优秀大学生夏令营”活动。2024年，我院招收的免试学术型研究生，涵盖教育学、心理学2个学科门类，包括17个专业和方向，分别为：教育学、教育学原理、课程与教学论、教育史
【南方科技大学】,生命科学学院,2024-05-16,2024-06-12,生命探梦科学启航|南方科技大学生命科学学院2024年全国优秀大学生夏令营报名通知为加强高校间优秀大学生的沟通和交流，为广大学子提供了解南方科技大学生命科学学院的机会，培育学生科研兴趣及创新精神，激发学生创新潜力，选拔有培养潜质的优秀学生，南方科技大学生命科学学院计划于2024年7月上旬举办全国优秀大学生夏令营活动（以下简称“夏令营”），同时提前选拔2025年推免硕士研究生和直博研究生。南科大将为录
【中国农业大学】,动物医学院,2024-05-16,2024-06-07,关于举办中国农业大学动物医学院第十届夏令营的通知附件1中国农业大学动物医学院第十届夏令营夏令营报名表.docx附件2中国农业大学动物医学院第十届夏令营申请人信息汇总表.xlsx附件3成绩证明.docx附件4中国农业大学动物医学院第十届夏令营申请证明材料目录表.xlsx附件5推荐信.docx
【中国农业大学】,生物学院,2024-05-16,2024-06-13,【研招】关于举办中国农业大学2024年“植物科学夏令营”的通知植物抗逆高效全国重点实验室“坚持面向世界科技前沿、坚持面向经济主战场、坚持面向国家重大需求、坚持面向人民生命健康”，在原植物生理学与生物化学国家重点实验室的基础上优化重组而成。实验室长期坚持开展“植物/抗逆高效的生理生化及分子生物学”的创新性、前瞻性和战略性研究，引领该领域的国际学术研究方向，是国际相关领域中具有一定竞争和影响力的科学研
【中国科学院大学】,理化技术研究所,2024-05-16,2024-06-28,欢迎参加理化所2024年优秀大学生夏令营为发挥中国科学院优质科教资源的社会责任，开阔本科生视野，增进对前沿学科的了解，进一步引导和激发大学生从事科研工作的兴趣和热情，培养基于个性化的科研兴趣，中国科学院理化技术研究所将举办2024年优秀大学生夏令营。现面向全国高校招生，相关安排及注意事项通知如下：一、初步安排名称预计招生人数预计举办时间地点理化所2024年“理化拾光共赴山海”优秀大学生夏令营200
【中山大学】,生态学院,2024-05-16,2024-06-14,2024年中山大学生态学院优秀大学生夏令营报名通知为促进全国高校生态学及相关专业优秀大学生之间的相互交流，增进对生态学科的研究兴趣，中山大学生态学院将于2024年7月5-7日在中山大学深圳校区举办“2024年中山大学生态学院优秀大学生夏令营”活动。活动由中山大学生态学院和中山大学水产动物疫病防控与健康养殖全国重点实验室联合主办。欢迎有意向到我院攻读推荐免试研究生的应届毕业生报名参加。 一、学院简介
【兰州大学】,生命科学学院,2024-05-16,2024-06-16,关于举办“生命科学学院2024年优秀大学生暑期夏令营”活动的通知为促进全国各高校优秀大学生之间的交流，零距离了解兰州大学及生命科学学院，感受“秉德维新、务本求真”的学院精神，响应“种业振兴”和“生命大健康”等国家战略，选拔有培养潜质的优秀大学生继续深造。在兰州大学研究生院的支持下，生命科学学院将举办“生命科学学院2024年优秀大学生暑期夏令营”活动。一、生命科学学院简介兰州大学生命科学学院始建于1
【中国科学院大学】,西北生态环境资源研究院,2024-05-16,2024-06-20,关于举办中国科学院西北研究院2024年“相聚丝路兰州共筑科学梦想”优秀大学生夏令营的通知为了激发大学生从事科学研究的兴趣和热情，实现优秀大学生到中国科学院继续深造的梦想，中国科学院西北生态环境资源研究院将于2024年7月中旬举办“相聚丝路兰州 共筑科学梦想”优秀大学生夏令营活动，现诚邀全国各大高校优秀应届本科毕业生参加，现将具体安排通知如下：一、夏令营举办时间报到时间：2024年7月14日。活动时
【中国科学院大学】,工程热物理研究所,2024-05-16,2024-06-30,2024年“能源动力航空环境——走进工程热物理所”暑期夏令营招募通知一年一度的工程热物理研究所夏令营报名啦！请看报名攻略！！！中国科学院工程热物理研究所的前身系吴仲华先生1956年创建的中国科学院动力研究室，位于北京市海淀区中关村高科技园区内。60多年来，研究所围绕国家重大战略需求，聚焦工程热物理领域的重大科技问题，致力于能源、动力领域的应用基础研究、关键技术攻关和系统集成，不断夯实“能源科学技术
【中国科学院大学】,中丹学院,2024-05-16,2024-06-20,"中丹学院2024年优秀大学生夏令营开始报名啦！中国科学院大学中丹学院（Sino-DanishCollege,UniversityofChineseAcademyofSciences，以下简称：中丹学院），承担着中丹科教中心的教育功能。中丹学院遵循中丹两国教育相关法律、法规和中丹相关协议，充分发挥中国科学院大学科教结合、院所融合的优势和特色，积极开展高等教育深入合作，探索培养高新技术学科领域国际化高"
【上海交通大学】,数学科学学院,2024-05-16,2024-06-05,上海交通大学数学科学学院2025年研究生优秀生源选拔夏令营报名通知上海交通大学数学科学学院将进行研究生优秀生源选拔，给一批热爱科研、基础扎实、素质全面、德才兼备的应届本科毕业生提供一个直接进入交大数学科学学院深造的良好机遇。如果你具有良好的综合素质和锲而不舍的精神、扎实的数理基础、特别是有对科学研究的好奇心和激情，欢迎报名上海交通大学数学科学学院研究生优秀生源选拔夏令营。本次夏令营计划活动时间为：
【上海交通大学】,人文学院,2024-05-16,2024-06-08,上海交通大学人文学院2025年研究生优才夏令营活动通知上海交通大学人文学院研究生优才夏令营旨在促进各高校中文、历史、哲学、国际中文教育、科学技术史等相关专业优秀大学生之间的交流，增进全国优秀大学生对上海交通大学人文学院的了解和认识，并对有意以推荐免试方式报考本院硕士研究生或直接攻读相关专业博士研究生的优秀大学生进行预选拔。一、申请条件1.申请者应为2025届应届本科毕业生，专业不限。2.拥护中国共
【中山大学】,管理学院,2024-05-16,2024-06-11,中山大学管理学院2024年全国优秀大学生夏令营通知为促进全国优秀大学生之间的交流，增进对中山大学管理学院的了解，激发青年学子的学习和研究兴趣，选拔优秀学生继续深造，我院将于2024年7月15日至18日在广州举办“中山大学管理学院2024年全国优秀大学生夏令营”活动。在夏令营中表现优秀且符合我校推免要求的营员，将有机会成为我院2025级硕士研究生（含硕博连读生和专业型硕士）或直博生。关于中山大学管理
【北京师范大学】,历史学院,2024-05-16,2024-06-05,2024年北京师范大学历史学院全国优秀大学生夏令营活动通知历史学科是北京师范大学最早形成的系科之一，学科门类齐全，学术积淀厚重，师资力量雄厚，是国内历史教学和科研的重要基地。历史学科是全国高校中最早设立历史学博士后流动站和最早获得历史学一级学科博士学位授予权的单位之一，也是国家文科基础学科人才培养基地。1994年设为国家首批人文社会基础学科人才培养和科学研究基地，2001年被评为全国优秀基地，是“
【北京大学】,法学院,2024-05-16,2024-05-31,上海、南京站|北京大学国际法学院2025研招宣讲会报名通知（本科专业不限）广州站|北京大学国际法学院2025研招宣讲会报名通知（本科专业不限创立于2008年中国内地唯一提供全面普通法教育的法学院全球唯一将美国职业法学教育（J.D.）和中国法律硕士（J.M.）模式相结合的法学院致力于为深圳、大湾区和中国培养兼通中国法和普通法具备国际竞争力的专业法律人才北京大学国际法学院（STL）2025年研究生招生
【北京大学】,城市与环境学院,2024-05-16,2024-05-31,北京大学城市与环境学院2024年“全国优秀大学生暑期夏令营”报名通知北京大学城市与环境学院拟定于2024年6月21日-6月23日通过线下方式举办“2024年全国优秀大学生暑期夏令营”。本次活动旨在促进自然地理学、人文地理学、生态学和环境科学优秀大学生之间的交流，帮助青年学生了解当前学科发展前沿热点问题和北京大学城市与环境学院的科研教学情况。本次夏令营名额有限，要求入营同学全程参加夏令营活动。一、活
【北京大学】,信息工程学院,2024-05-16,2024-06-21,北京大学信息工程学院关于举办“2024年全国优秀大学生夏令营”的通知北京大学信息工程学院坐落于北京大学深圳研究生院。学院结合北京大学的信息学科实力和深圳的信息产业优势，致力于建设北京大学信息工程领域的南方教学科研基地。北京大学信息工程学院将面向“集成电路科学与工程、计算机科学与技术、信息与通信工程”等电子信息学科的优秀大学生举办夏令营活动。一、时间：2024年7月初（具体日期另行通知）二、活动安排
【中国地质科学院】,地质学夏令营,2024-05-15,2024-06-21,胶东半岛之旅—揭开黄金产地的面纱|2024年优秀大学生胶东半岛地学夏令营通知漫步在山河湖海之间感受宇宙万物的奥妙穿梭于亿万光年找寻藏在时光中留在这片大地上的秘密万里山河的不朽印记浩瀚岁月的历史长诗从俯瞰茫茫宇宙到徜徉如画山水领略威海独特的海蚀地貌感受千百万年的海陆变迁揭开刘公岛超高压变质岩的神秘面纱共同见证大自然的匠心独妙探秘古老且珍贵的世界级黄金矿藏探寻革命前辈光辉的寻矿足迹跨越几个地质纪元，丈
【南京大学】,南赫学院,2024-05-15,2024-06-16,关于举办南京大学南京赫尔辛基大气与地球系统科学学院“2024年全国大气与地球系统科学优秀大学生夏令营”的通知南京大学南京赫尔辛基大气与地球系统科学学院（简称“南赫学院”）是南京大学与芬兰赫尔辛基大学在长达十五年高水平科研合作基础上共同建设的国内首个开展大气科学专业本、硕、博多层次高等学历教育的中外合作办学机构。学院于2022年获教育部批准成立，2023年完成首届招生。南赫学院瞄准应对气候变化和可持
【北京大学】,工学院（机械硕士）,2024-05-15,2024-06-11,2024年北京大学工学院全国优秀大学生机械硕士夏令营通知一、   简介北京大学工学院拟于2024年6月末或7月初举办“全国优秀大学生机械硕士夏令营”。夏令营活动旨在弘扬北京大学优秀的教育和文化传统，增进本科生对机械学科特色的了解和认识，培育学生的爱国情怀和信念，并从中评选优秀营员。二、   形式本届夏令营采用线下模式，拟招收100名营员。以特色研究方向介绍、校园参观等形式，为国内外优秀大学生提供与
【南方科技大学】,材料科学与工程系,2024-05-15,2024-06-15,南方科技大学材料科学与工程系2024年全国优秀大学生夏令营报名通知/材料科学与工程/MaterialsScience&Engineering南方科技大学材料科学与工程系拟于2024年7月初举办“2024年全国优秀大学生暑期夏令营”，旨在加强高校间优秀大学生的沟通和交流，同时对2025级推免硕士生和直博生进行提前选拔。南科大将为录取的优秀学子提供丰厚的奖助学金和一流的科研条件，欢迎全国的优秀学子踊跃
【中国医学科学院】,输血研究所,2024-05-15,2024-06-15,输血研究所2024年优秀大学生夏令营活动通知为促进高校优秀大学生之间的学术交流，加强大学生对输血研究所的了解，搭建学生和导师沟通交流平台，输血研究所拟于2024年7月初举办“全国优秀大学生暑期夏令营活动”。01、输血研究所简介中国医学科学院北京协和医学院输血研究所（以下简称输血所）始建于1957年，作为我国的国家级输血医学研究机构，主要从事输血医学科学研究、输血相关技术研究，为国家血液安全管理、应
【中国科学院大学】,杭州高等研究院数理学院,2024-05-15,2024-06-14,杭高院数理学院2024年暑期夏令营报名通知为了促进高校优秀大学生之间的交流，增进学生对国科大杭州高等研究院（简称：杭高院）基础物理与数学科学学院（简称：数理学院）的了解，培养学生对相关学科的学习和研究兴趣，选拔有培养潜质的优秀大学生继续深造，我院预计将在2024年7月初举办“杭高院数理学院2024年优秀大学生暑期夏令营”活动。一、杭高院及数理学院简介国科大杭州高等研究院是由中国科学院大学和杭州市人
【上海交通大学】,教育学院（国优计划）,2024-05-15,2024-06-16,上海交通大学第二届“国优计划”招生正式启动！《我和我的教育梦》宣传片发布，教育学院等你来！你遇到过对你影响至深的好老师吗？你愿意做影响他人一生的好老师吗？你想要为未来的教育事业做出自己的贡献吗？......作为高水平综合性大学举办新型教师教育的开拓者，教育学院承载着国家使命、社会期待应运而生。学院秉持“教育是第一根基”的初心和使命，坚持“尚探究、重实践、跨学科、讲情怀”的办学理念，以培养面向未来的
【香港中文大学（深圳）】,人文社科学院,2024-05-15,2024-06-25,2024年港中大（深圳）人文社科学院优秀大学生夏令营申请现已开启智汇人文，启迪思想2024年港中大（深圳）人文社科学院优秀大学生夏令营申请现已开启！扫码报名香港中文大学（深圳）人文社科学院全国优秀大学生夏令营自2016年开办以来，吸引了众多国内重点高校的优秀学子。夏令营期间，营员们可以通过校园参观、团队破冰、学术讲座等系列活动，深度体验大学的学习、生活及文化。本年度夏令营旨在加强高校间优秀大学生的
【南京大学】,环境学院,2024-05-15,2024-06-15,关于举办南京大学环境学院2024年“全国环境学科优秀大学生暑期夏令营”的通知一、南京大学环境学院简介环境学院初创于1978年，是国内较早开展环境类教学与科研的单位之一。南京大学环境学院下设环境科学、环境工程、环境规划与管理三个系，以及环境与健康研究院（苏州）。拥有环境科学国家重点学科、环境工程国家重点培育学科和环境科学与工程江苏省一级重点学科。经过四十年的发展，学科内蕴均衡互补，科学研究持续创新，
【华东政法大学】,外语学院,2024-05-15,2024-05-29,华东政法大学第九届法律语言与翻译夏令营（线上）招生通知华东政法大学外语学院现有英语、日语、翻译、德语等四个本科专业，外国语言文学一级学科硕士点、翻译专业硕士学位点（MTI）及法律与语言（交叉学科）硕士点（授予法学学位）。学院有外国语言学及应用语言学、翻译学两个校重点学科，建有中国涉外法治话语研究中心、法律翻译研究所、法律翻译实践中心等研究机构。学院有教授6名，副教授27名，博士生导师2名，硕士生导
【哈尔滨工业大学（深圳）】,电子与信息工程学院,2024-05-15,2024-05-30,哈尔滨工业大学（深圳）电子与信息工程学院全国优秀大学生学术夏令营的通知
【复旦大学】,上海数学与交叉学科研究院,2024-05-15,2024-05-31,复旦大学-上海数学与交叉学科研究院2024年全国优秀大学生夏令营活动通知一、2024年夏令营活动简介        上海数学与交叉学科研究院（以下简称“研究院”）是由上海市、杨浦区和复旦大学共同支持的新型研发机构，位于上海市杨浦区。研究院立足上海、辐射长三角，力争搭建集高水平基础研究、人才集聚与培养为一体的国际领先基础科学与交叉研究平台，重点面向基础数学、应用纯数学及人工智能与生物医药的交叉学科应
【中国科学院大学】,赣江创新研究院（稀土科技夏令营）,2024-05-15,2024-06-30,第五届稀土科技夏令营（赣江创新院）营员招募通知
【香港中文大学（深圳）】,经管学院,2024-05-15,2024-06-30,香港中文大学（深圳）经管学院2024年全国优秀大学生线上博士夏令营报名正式开启香港中文大学（深圳）经管学院2024年全国优秀大学生线上博士夏令营报名正式开启，欢迎广大优秀学子踊跃申请！本次博士夏令营活动时间为7月13日-14日，旨在选拔优秀的2025年本科和硕士应届毕业生，发放预录取通知书，提前锁定进入我院博士项目继续深造的机会。活动内容将覆盖项目宣讲、学术讲座、师生交流、选拔面试等。 一、夏令营
【浙江大学】,经济学院,2024-05-15,2024-05-31,浙江大学经济学院第十九届（2024）“康韵”全国优秀大学生夏令营招生简章筑经济创新之道，探人才甄选之路。浙江大学“康韵”全国优秀大学生夏令营自2006年开始，已成功举办十八届，旨在激发中国知名高校学生的经济研究热情，探索经济学前沿热门话题，引领学生步入经济学研究的殿堂。第十九届（2024）“康韵”全国优秀大学生夏令营将于2024年7月1日—7月3日在浙江大学紫金港校区举行。届时浙江大学经济学院将为
【中国科学院大学】,软件研究所,2024-05-15,2024-06-28,中国科学院软件研究所2024年全国大学生“软件与网络”夏令营招生简章为了增进高校优秀大学生对中国科学院软件研究所（以下简称“软件所”）的了解，激发大学生对计算机科学的研究兴趣，软件所定于2024年7月中下旬举办2024年全国大学生“软件与网络”夏令营。 本次夏令营活动主要包括：软件所简介、专家报告、主要研究方向及成果介绍、师生交流、招生咨询等，同时入选营员将获得软件所2025年接收推荐免试研究生的
【中国科学院大学】,沈阳计算所,2024-05-15,2024-06-15,"2024年中国科学院大学沈阳计算所大学生暑期夏令营通知    沈阳计算所是中国科学院大学研究生培养单位之一,本所连续多年开展夏令营活动，今年拟定于2024年7月中下旬举办大学生暑期夏令营，在全国范围内招收计算机科学与技术及相关专业本科生，2024年暑期夏令营仍采用线上直播形式。活动期间内容包括：邀请业内实战经验丰富的专家学者开设专题讲座、前沿报告；近距离科研实践体验及交流；开展程序设计大赛或者科研"
【华东师范大学】,统计学院,2024-05-16,2024-06-10,华东师范大学统计学院2024年“优秀大学生夏令营”活动公告华东师范大学是教育部直属重点大学、国家“双一流”、“211工程”和“985工程”重点建设高校。2017年，学校进入世界一流大学A类建设高校行列；2022年，入选第二轮国家“双一流”建设名单。华东师范大学坚持以一流学科为基础塑造一流大学的发展路径，通过突出学科优势特色、优化学科结构布局、加强基础设施建设等系列举措，构建协调、可持续发展的学科生
【华东师范大学】,化学与分子工程学院,2024-05-15,2024-06-17,2024年华东师范大学化学与分子工程学院“全国优秀大学生夏令营”活动方案华东师范大学化学与分子工程学院2024年“全国优秀大学生夏令营”拟于7月4-5日举行。本次夏令营活动旨在吸引对本院专业有兴趣、品学兼优的学生来我院继续深造，是我院预选拔推免生的主要途径。欢迎广大学生踊跃报名参加。一、招生对象全国“优秀大学生夏令营”招生面向全国高等院校本科2021级（拟2025年夏毕业）有志攻读硕士、博士研究生
【华东政法大学】,马克思主义学院,2024-05-15,2024-06-22,华东政法大学第六届“马克思主义与中国”优秀大学生研习营招生公告为搭建马克思主义理论学术研讨平台，促进优秀大学生之间的交流，增加广大学子学习和研究马克思主义理论的兴趣，选拔相关学科优秀大学生继续深造，华东政法大学马克思主义学院将于2024年7月5—7月7日举办“马克思主义与中国”优秀大学生研习营。简介BriefIntroduction本届研习营录取人数拟为60人，择优录取。研习内容包括名师讲座、导师
【中国科学院大学】,昆明植物研究所,2024-05-15,2024-06-30,昆明植物所2024年“植物王国暨药学”大学生夏令营举办通知云南地处祖国西南，以其独特的自然地理条件和气候条件成为我国的“植物王国”。中国科学院昆明植物研究所位于“春城”昆明市北郊，创建于1938年，经过80余年的发展与积累，现已成为国际上在植物多样性、植物化学、植物资源研究和生物技术产业领域具有重大影响的国立研究机构。中国科学院昆明植物研究所是中国科学院大学研究生培养点之一。根据中科院和教育部“科
【中国科学院大学】,生态环境研究中心,2024-05-15,2024-06-10,生态环境研究中心2024年“生态环境与健康”主题全国优秀大学生夏令营营员招募通知为激发大学生的科研兴趣和科研潜力，零距离体验生态环境与健康科学的魅力，选拔优秀大学生到生态环境研究中心深造，生态环境研究中心将于2024年7月举办第12届“生态环境与健康”主题全国优秀大学生夏令营。欢迎有意攻读生态环境研究中心硕士和博士（直博生）学位的同学参加本次活动！现将相关安排通知如下：一、时间：2024年7月8日
【中国科学院大学】,北京纳米能源与系统研究所,2024-05-15,2024-07-03,中国科学院北京纳米能源与系统研究所2024全国优秀本科生招生夏令营报名通知中国科学院北京纳米能源与系统研究所（以下简称“纳米能源所”）筹建于2012年2月，是中国科学院和北京市共建的新型科研机构。首席科学家王中林院士是纳米能源研究领域的主要奠基人，是世界纳米科学技术领域公认的领军型科学家，是国际能源领域最高奖埃尼奖、综合性科学大奖爱因斯坦世界科学奖的首位华人获奖学者。 纳米能源所聚焦于纳米领域的核
【上海交通大学】,中美物流研究院,2024-05-15,2024-06-20,上海交通大学中美物流研究院2025年夏令营活动办法                   中美物流研究院2024年（2025级）夏令营推免招生简章 中美物流研究院（SUGLI）是在我国物流业快速增长和国际化步伐不断加快的背景下，在国家发改委、交通运输部、上海市人民政府、香港董氏慈善基金会、美国商务部、美国佐治亚州政府的共同支持下，于2005年10月20日在上海交通大学成立。研究院由安泰经管学院、机械
【上海交通大学】,凯原法学院,2024-05-13,2024-05-30,上海交大凯原法学院第十四届“卓越法律人夏令营”招生简章上海交通大学凯原法学院“卓越法律人夏令营”已成功举办十三届，获得广大学子热情关注与参与。夏令营旨在增进国内高校优秀本科生对凯原法学院的了解，促进各高校优秀本科生之间的交流。现我院拟于2024年6月22日-23日、29日-30日举办第十四届夏令营。本次夏令营共分为两个营，分别为由法学硕士、法科特班即法律硕士（法学）申请者组成的法学特班营，以及由法
【上海交通大学】,生物医学工程学院,2024-05-15,2024-06-15,"上海交通大学生物医学工程学院（含Med-X研究院）2025年研究生优才夏令营  1979年4月，上海交通大学在精密仪器和水声专业基础上筹建生物医学仪器专业，于当年7月开始招生,是国内最早创办的生物医学工程专业之一。40多年来，秉承“敢为人先、追求卓越”的精神，上海交通大学致力于医工、医理交叉研究和创新型人才培养。2002年，生物医学工程专业入选“教育部一级重点学科”。2011年4月，生物医学工程学"
【上海交通大学】,农业与生物学院,2024-05-16,2024-06-17,上海交通大学农业与生物学院2025年夏令营活动办法                       上海交通大学农业与生物学院2025级“优才夏令营”实施方案 上海交通大学农业与生物学院前身为上海农学院，系1959年上海市第一所由地方政府主办的高等农业院校。1999年上海农学院整体并入上海交通大学，2008年成为教育部、农业部共建的八所涉农院校之一，2019年上海市农业农村委员会和上海交通大学共建学院
【上海交通大学】,中英国际低碳学院,2024-05-15,2024-06-16,【招生宣讲】绿动青春，相约低碳——研究生招生宣讲会即将启航！—2025年全面启动！—本次宣讲活动我们将前往全国多座城市 见证你的成就倾听你的关切展望你的未来希望今岁夏天的相遇成为明年秋日再会的开端我们诚邀全国各地的优秀学子踊跃报名，与上海交大低碳学院各位老师、低碳优秀校友，开展面对面的深入交流，为低碳梦想锁定未来。扫描下方二维码即可报名参与招生宣讲会每场宣讲会前10位报名者可在宣讲会现场领取低碳专
